Wvlgth Global_tilted_irradiance Beam_normal_+circumsolar Difuse_horiz-circumsolar
.3945E+04 .7356E-02 .7380E-02 .3384E-04
.3950E+04 .7456E-02 .7479E-02 .3434E-04
.3955E+04 .7526E-02 .7549E-02 .3469E-04
.3960E+04 .7586E-02 .7609E-02 .3498E-04
.3965E+04 .7639E-02 .7662E-02 .3524E-04
.3970E+04 .7549E-02 .7571E-02 .3480E-04
.3975E+04 .7352E-02 .7373E-02 .3384E-04
.3980E+04 .7247E-02 .7268E-02 .3333E-04
.3985E+04 .7266E-02 .7287E-02 .3344E-04
.3990E+04 .7177E-02 .7197E-02 .3301E-04
.3995E+04 .7034E-02 .7054E-02 .3232E-04
.4000E+04 .6755E-02 .6773E-02 .3101E-04
